;image;nnodes;width;height;npixels;runtime
0;val_157.png;37352;960;540;518400;4227
1;val_084.png;20564;960;540;518400;3350
2;val_178.png;53891;960;540;518400;3947
3;val_153.png;37833;960;540;518400;4090
4;val_003.png;37817;960;540;518400;3441
5;val_062.png;47875;960;540;518400;4031
6;val_151.png;72878;960;540;518400;4409
7;val_092.png;44334;960;540;518400;4690
8;val_033.png;44122;960;540;518400;4094
9;val_061.png;48969;960;540;518400;4623
10;val_123.png;31598;960;540;518400;3941
11;val_023.png;64494;960;540;518400;4771
12;val_047.png;53368;960;540;518400;4555
13;val_145.png;30368;960;540;518400;4098
14;val_170.png;32814;960;540;518400;4105
15;val_169.png;48916;960;540;518400;4512
16;val_078.png;32629;960;540;518400;3931
17;val_114.png;37393;960;540;518400;3572
18;val_043.png;50598;960;540;518400;4486
19;val_034.png;53802;960;540;518400;3144
20;val_045.png;31455;960;540;518400;4579
21;val_168.png;52535;960;540;518400;4354
22;val_201.png;45227;960;540;518400;4206
23;val_113.png;33900;960;540;518400;3163
24;val_005.png;35162;960;540;518400;4056
25;val_186.png;46238;960;540;518400;3398
26;val_196.png;44563;960;540;518400;4357
27;val_140.png;35560;960;540;518400;2924
28;val_150.png;60781;960;540;518400;4454
29;val_174.png;61910;960;540;518400;4757
30;val_020.png;54427;960;540;518400;4290
31;val_164.png;58237;960;540;518400;4118
32;val_011.png;61979;960;540;518400;3738
33;val_116.png;71938;960;540;518400;4537
34;val_046.png;60677;960;540;518400;3408
35;val_066.png;37375;960;540;518400;3835
36;val_107.png;23128;960;540;518400;3318
37;val_096.png;42364;960;540;518400;4239
38;val_029.png;68234;960;540;518400;4408
39;val_009.png;39979;960;540;518400;4098
40;val_090.png;47445;960;540;518400;4504
41;val_111.png;33416;960;540;518400;2973
42;val_132.png;58284;960;540;518400;4494
43;val_130.png;57052;960;540;518400;4281
44;val_060.png;51872;960;540;518400;3896
45;val_050.png;38175;960;540;518400;3325
46;val_018.png;28246;960;540;518400;2491
47;val_058.png;98351;960;540;518400;5226
48;val_064.png;52840;960;540;518400;4104
49;val_079.png;44711;960;540;518400;3365
50;val_134.png;23300;960;540;518400;3311
51;val_065.png;48054;960;540;518400;3079
52;val_105.png;59800;960;540;518400;4449
53;val_052.png;30643;960;540;518400;3552
54;val_198.png;62659;960;540;518400;4306
55;val_189.png;51912;960;540;518400;3617
56;val_074.png;46100;960;540;518400;3358
57;val_104.png;35129;960;540;518400;3311
58;val_053.png;39416;960;540;518400;4460
59;val_099.png;56072;960;540;518400;4184
60;val_121.png;62864;960;540;518400;4364
61;val_037.png;47997;960;540;518400;3930
62;val_072.png;58406;960;540;518400;3690
63;val_194.png;49036;960;540;518400;3778
64;val_026.png;56131;960;540;518400;4562
65;val_081.png;36455;960;540;518400;3711
66;val_070.png;50171;960;540;518400;4063
67;val_125.png;101451;960;540;518400;4059
68;val_154.png;90680;960;540;518400;4748
69;val_177.png;35643;960;540;518400;3942
70;val_004.png;53898;960;540;518400;4436
71;val_128.png;40429;960;540;518400;3412
72;val_166.png;32952;960;540;518400;3089
